,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
313,Mg2 V4 Fe4 C24 N24,Mg2 V4 Fe4 C24 N24,0.5107114750535633,Mg,Fe,V,2.0
314,,,,,,,
315,,,,,,,
316,Na2 Mn4 Cr4 C24 N24,Na2 Mn4 Cr4 C24 N24,0.20780143823907693,Na,Cr,Mn,2.0
317,K2 Zn4 Fe4 C24 N24,K2 Zn4 Fe4 C24 N24,0.3295536188629873,K,Zn,Fe,2.0
318,Ca2 Mn4 Cr4 C24 N24,Ca2 Mn4 Cr4 C24 N24,0.3435951124098846,Ca,Mn,Cr,2.0
319,,,,,,,
320,,,,,,,
321,,,,,,,
322,,,,,,,
323,Sr2 V4 Co4 C24 N24,Sr2 V4 Co4 C24 N24,0.2479524140190801,Sr,V,Co,2.0
324,Li2 Cr4 Fe4 C24 N24,Li2 Cr4 Fe4 C24 N24,0.3149908829168933,Li,Fe,Cr,2.0
325,Ca2 Co4 Os4 C24 N24,Ca2 Co4 Os4 C24 N24,0.21098478017678168,Ca,Co,Os,2.0
326,,,,,,,
327,Sr2 Cr8 C24 N24,Sr2 Cr8 C24 N24,0.2818773040190816,Sr,Cr,Cr,2.0
328,,,,,,,
329,,,,,,,
330,Li2 Fe4 Os4 C24 N24,Li2 Fe4 Os4 C24 N24,0.1774698601665481,Li,Fe,Os,2.0
331,,,,,,,
332,,,,,,,
333,Na2 Co4 Os4 C24 N24,Na2 Co4 Os4 C24 N24,0.15340850942551576,Na,Co,Os,2.0
334,Ca2 Fe4 Co4 C24 N24,Ca2 Fe4 Co4 C24 N24,0.27464642137540274,Ca,Co,Fe,2.0
335,Li2 Mn4 V4 C24 N24,Li2 Mn4 V4 C24 N24,0.3830708087789621,Li,Mn,V,2.0
336,Na2 Mn4 Fe4 C24 N24,Na2 Mn4 Fe4 C24 N24,0.2568082787563206,Na,Fe,Mn,2.0
337,,,,,,,
338,,,,,,,
339,,,,,,,
340,,,,,,,
341,,,,,,,
342,K2 Co8 C24 N24,K2 Co8 C24 N24,0.1983724970609213,K,Co,Co,2.0
343,,,,,,,
344,,,,,,,
345,,,,,,,
346,,,,,,,
347,,,,,,,
348,Na2 V4 Zn4 C24 N24,Na2 V4 Zn4 C24 N24,0.5042339550411485,Na,Zn,V,2.0
349,,,,,,,
350,,,,,,,
351,K2 Cr8 C24 N24,K2 Cr8 C24 N24,0.21711724964712786,K,Cr,Cr,2.0
352,,,,,,,
353,,,,,,,
354,Ca2 V4 Fe4 C24 N24,Ca2 V4 Fe4 C24 N24,0.4488439739616101,Ca,Fe,V,2.0
355,,Mg2 Cr4 Co4 C24 N24,0.4509258257432158,Mg,Co,Cr,2.0
356,Sr2 Zn4 Cr4 C24 N24,Sr2 Zn4 Cr4 C24 N24,0.3767827216832167,Sr,Zn,Cr,2.0
357,Ca2 V4 Os4 C24 N24,Ca2 V4 Os4 C24 N24,0.0,Ca,V,Os,2.0
358,,,,,,,
359,,,,,,,
360,,,,,,,
361,,,,,,,
362,,,,,,,
363,Mg2 Zn4 Co4 C24 N24,Mg2 Zn4 Co4 C24 N24,0.3917280868556325,Mg,Zn,Co,2.0
364,,Na2 Zn4 Cr4 C24 N24,0.4021772665928722,Na,Zn,Cr,2.0
365,,Li2 V4 Co4 C24 N24,0.4378058851582729,Li,Co,V,2.0
366,,Mg2 V4 Zn4 C24 N24,0.6291576399590806,Mg,Zn,V,2.0
367,,,,,,,
368,,K2 V4 Os4 C24 N24,0.0975465094829886,K,V,Os,2.0
369,,,,,,,
370,,,,,,,
371,,,,,,,
372,,,,,,,
373,,,,,,,
374,,Na2 Cr4 Os4 C24 N24,0.07768963910942439,Na,Cr,Os,2.0
375,,,,,,,
376,,,,,,,
377,,Mg2 Co8 C24 N24,0.3499028864328739,Mg,Co,Co,2.0
378,,,,,,,
379,,,,,,,
380,,,,,,,
381,,Na2 Cr8 C24 N24,0.2440903923770125,Na,Cr,Cr,2.0
382,,,,,,,
383,,Ca2 Mn4 V4 C24 N24,0.31081144154781626,Ca,V,Mn,2.0
384,,Li2 V4 Fe4 C24 N24,0.4115798494686196,Li,Fe,V,2.0
385,,,,,,,
386,,,,,,,
387,,,,,,,
388,,,,,,,
389,,Li2 Cr4 Fe4 C24 N24,0.17937248205482348,Li,Cr,Fe,2.0
390,,,,,,,
391,,,,,,,
392,,,,,,,
393,,Mg2 Cr8 C24 N24,0.3685631179845963,Mg,Cr,Cr,2.0
394,,K2 Fe4 Co4 C24 N24,0.2167374868885048,K,Co,Fe,2.0
395,,Na2 V4 Cr4 C24 N24,0.28768619030804565,Na,V,Cr,2.0
396,,,,,,,
397,,,,,,,
398,,,,,,,
399,,,,,,,
400,,,,,,,
401,,,,,,,
402,,K2 Zn4 Os4 C24 N24,0.26595017266437004,K,Zn,Os,2.0
403,,,,,,,
404,,,,,,,
405,,Li2 V8 C24 N24,0.4229758563651736,Li,V,V,2.0
406,,,,,,,
407,,,,,,,
408,,,,,,,
409,,Sr2 Mn8 C24 N24,0.2403692317777022,Sr,Mn,Mn,2.0
410,,,,,,,
411,,,,,,,
412,,Ca2 Fe4 Os4 C24 N24,0.2053739725905732,Ca,Fe,Os,2.0
413,,,,,,,
414,,,,,,,
415,,Na2 Cr4 Fe4 C24 N24,0.2895445073770109,Na,Fe,Cr,2.0
416,,Ca2 Cr4 Fe4 C24 N24,0.34291720206505616,Ca,Fe,Cr,2.0
417,,Mg2 Cr4 Fe4 C24 N24,0.4118594697087357,Mg,Fe,Cr,2.0
418,,,,,,,
419,,,,,,,
420,,,,,,,
421,,,,,,,
422,,,,,,,
423,,Na2 Fe4 Co4 C24 N24,0.20143176117011485,Na,Fe,Co,2.0
424,,,,,,,
425,,,,,,,
426,,,,,,,
427,,,,,,,
428,,Na2 Mn4 Os4 C24 N24,0.10761376548873614,Na,Mn,Os,2.0
429,,,,,,,
430,,,,,,,
431,,,,,,,
432,,,,,,,
433,,,,,,,
434,,,,,,,
435,,K2 Mn4 Co4 C24 N24,0.28299416723333515,K,Co,Mn,2.0
436,,,,,,,
437,,,,,,,
438,,,,,,,
439,,K2 Cr4 Co4 C24 N24,0.30353648688850393,K,Co,Cr,2.0
440,,,,,,,
441,,,,,,,
442,,,,,,,
443,,Li2 Fe4 Co4 C24 N24,0.26431396670999696,Li,Co,Fe,2.0
444,,,,,,,
445,,,,,,,
446,,,,,,,
447,,Na2 Co8 C24 N24,0.2215719358252884,Na,Co,Co,2.0
448,,,,,,,
449,,,,,,,
450,,,,,,,
451,,,,,,,
452,,,,,,,
453,,,,,,,
454,,,,,,,
455,,Li2 V4 Os4 C24 N24,0.14806416809758186,Li,V,Os,2.0
456,,,,,,,
457,,Ca2 V4 Co4 C24 N24,0.2947492643064358,Ca,V,Co,2.0
458,,,,,,,
459,,,,,,,
460,,,,,,,
461,,,,,,,
462,,,,,,,
463,,,,,,,
464,,,,,,,
465,,Li6 Mn4 V4 C24 N24,0.4466419898983869,Li,Mn,V,6.0
466,,K2 Mn4 Co4 C24 N24,0.18823296964712632,K,Mn,Co,2.0
467,,,,,,,
468,,Ca2 V8 C24 N24,0.4661792610305788,Ca,V,V,2.0
469,,Na6 Fe4 Co4 C24 N24,0.2545867887903217,Na,Fe,Co,6.0
470,,,,,,,
471,,,,,,,
472,,Li6 Fe4 Os4 C24 N24,0.2162025829706451,Li,Fe,Os,6.0
473,,Na6 V4 Cr4 C24 N24,0.29606184270833324,Na,V,Cr,6.0
474,,K6 Fe8 C24 N24,0.13498450475134405,K,Fe,Fe,6.0
475,,Na6 Cr8 C24 N24,0.27818032819220484,Na,Cr,Cr,6.0
476,,Li6 Mn4 V4 C24 N24,0.3192943132854822,Li,V,Mn,6.0
477,,Na2 Mn4 Co4 C24 N24,0.21165967548045828,Na,Mn,Co,2.0
478,,Sr6 V4 Os4 C24 N24,0.3850956152574216,Sr,V,Os,6.0
479,,Ca6 Fe4 Os4 C24 N24,0.4434995065477416,Ca,Fe,Os,6.0
480,,Na6 Mn4 Zn4 C24 N24,0.30577656304435497,Na,Zn,Mn,6.0
481,,Na6 Mn4 Co4 C24 N24,0.2555635846438156,Na,Mn,Co,6.0
482,,Sr2 Zn4 Fe4 C24 N24,0.3289782727177011,Sr,Zn,Fe,2.0
483,,Mg2 Zn4 Fe4 C24 N24,0.4682942094418392,Mg,Zn,Fe,2.0
484,,K6 V4 Os4 C24 N24,0.08249846540709704,K,V,Os,6.0
485,,K6 Mn8 C24 N24,0.15424969733199134,K,Mn,Mn,6.0
486,,Ca2 Zn4 Co4 C24 N24,0.3036605181774705,Ca,Zn,Co,2.0
487,,K6 V4 Fe4 C24 N24,0.13979427878360262,K,V,Fe,6.0
488,,Ca6 V8 C24 N24,0.6822596063787074,Ca,V,V,6.0
489,,Sr6 Cr8 C24 N24,0.4066478262174176,Sr,Cr,Cr,6.0
490,,,,,,,
491,,Na6 Mn4 Fe4 C24 N24,0.20078861141801066,Na,Mn,Fe,6.0
492,,,,,,,
493,,Ca6 V4 Fe4 C24 N24,0.5371056471851627,Ca,V,Fe,6.0
494,,,,,,,
495,,Sr6 Fe4 Co4 C24 N24,0.39723378024967904,Sr,Co,Fe,6.0
496,,Li6 Cr4 Os4 C24 N24,0.19319168506741669,Li,Cr,Os,6.0
497,,Li6 Mn8 C24 N24,0.3043784740919371,Li,Mn,Mn,6.0
498,,Li6 Cr4 Fe4 C24 N24,0.3697167800596759,Li,Fe,Cr,6.0
499,,Mg6 Cr4 Os4 C24 N24,0.4513441920316144,Mg,Cr,Os,6.0
500,,K6 V4 Cr4 C24 N24,0.2202853466868273,K,V,Cr,6.0
501,,Mg6 Fe4 Os4 C24 N24,0.49626936654774395,Mg,Fe,Os,6.0
502,,Na6 Mn4 Fe4 C24 N24,0.2489024849663979,Na,Fe,Mn,6.0
503,,,,,,,
504,,Mg6 Zn4 Cr4 C24 N24,0.7196901812903231,Mg,Zn,Cr,6.0
505,,Li6 V4 Co4 C24 N24,0.37504337393064535,Li,V,Co,6.0
506,,,,,,,
507,,Na6 Fe4 Os4 C24 N24,0.1466349761329031,Na,Fe,Os,6.0
508,,K6 Mn4 Co4 C24 N24,0.22864498209677464,K,Co,Mn,6.0
509,,Sr6 Cr4 Co4 C24 N24,0.48948493105613,Sr,Co,Cr,6.0
510,,,,,,,
511,,Mg6 Zn4 Co4 C24 N24,0.6134145016129047,Mg,Zn,Co,6.0
512,,Ca6 Mn4 V4 C24 N24,0.5134842896045182,Ca,V,Mn,6.0
513,,Mg6 Co8 C24 N24,0.6284947136367736,Mg,Co,Co,6.0
514,,Mg6 Fe4 Co4 C24 N24,0.5810455265400014,Mg,Fe,Co,6.0
515,,,,,,,
516,,Mg6 V4 Zn4 C24 N24,0.8184304138709697,Mg,Zn,V,6.0
517,,,,,,,
518,,Na6 Fe8 C24 N24,0.20364718786962488,Na,Fe,Fe,6.0
519,,Na6 Cr4 Os4 C24 N24,0.12289701468128912,Na,Cr,Os,6.0
520,,Mg6 Co4 Os4 C24 N24,0.5301638731606468,Mg,Co,Os,6.0
521,,Ca6 V4 Cr4 C24 N24,0.5748602587980667,Ca,V,Cr,6.0
522,,,,,,,
523,,Na6 V4 Cr4 C24 N24,0.35277593803091456,Na,Cr,V,6.0
524,,Sr6 Mn4 Os4 C24 N24,0.3023526325154844,Sr,Mn,Os,6.0
525,,Li6 Mn4 Cr4 C24 N24,0.28096473231774155,Li,Cr,Mn,6.0
526,,Li6 V4 Cr4 C24 N24,0.4321825547370963,Li,Cr,V,6.0
527,,Mg6 Mn4 Cr4 C24 N24,0.6420190850883891,Mg,Mn,Cr,6.0
528,,Sr6 Mn4 V4 C24 N24,0.3888663460561297,Sr,V,Mn,6.0
529,,Na6 Cr4 Co4 C24 N24,0.271048382177419,Na,Cr,Co,6.0
530,,Mg6 Cr4 Fe4 C24 N24,0.6534900617012918,Mg,Fe,Cr,6.0
531,,K6 Mn4 Fe4 C24 N24,0.1775039773319893,K,Fe,Mn,6.0
532,,Na6 Mn4 V4 C24 N24,0.2403421154502681,Na,V,Mn,6.0
533,,Na6 V8 C24 N24,0.3913634514180089,Na,V,V,6.0
534,,Ca6 Fe4 Co4 C24 N24,0.5996239439593554,Ca,Fe,Co,6.0
535,,Li6 Mn4 Co4 C24 N24,0.37715904376935416,Li,Co,Mn,6.0
536,,,,,,,
537,,Na6 V4 Os4 C24 N24,0.15508828193935464,Na,V,Os,6.0
538,,Mg6 Cr4 Co4 C24 N24,0.7174806349270977,Mg,Co,Cr,6.0
539,,,,,,,
540,,Sr6 V4 Fe4 C24 N24,0.5403395108948388,Sr,Fe,V,6.0
541,,Na6 Mn4 Co4 C24 N24,0.2982658133534937,Na,Co,Mn,6.0
542,,Ca6 Zn4 Co4 C24 N24,0.6654539195161302,Ca,Zn,Co,6.0
543,,Sr6 V4 Zn4 C24 N24,0.548278043064518,Sr,Zn,V,6.0
544,,,,,,,
545,,Mg6 Mn8 C24 N24,0.5852750629916104,Mg,Mn,Mn,6.0
546,,Sr6 Cr4 Co4 C24 N24,0.4753648800883871,Sr,Cr,Co,6.0
547,,K6 Mn4 V4 C24 N24,0.16594825265457125,K,V,Mn,6.0
548,,Ca6 Mn4 Os4 C24 N24,0.4189061147735487,Ca,Mn,Os,6.0
549,,K6 Mn4 Cr4 C24 N24,0.1288078937836019,K,Cr,Mn,6.0
550,,Na6 Mn4 V4 C24 N24,0.12462586654387132,Na,Mn,V,6.0
551,,Li6 Zn4 Co4 C24 N24,0.3820697033583871,Li,Zn,Co,6.0
552,,,,,,,
553,,Sr6 V4 Cr4 C24 N24,0.5339735544432269,Sr,Cr,V,6.0
554,,,,,,,
555,,Sr6 Zn4 Os4 C24 N24,0.4026116693625825,Sr,Zn,Os,6.0
556,,,,,,,
557,,Ca6 Mn8 C24 N24,0.4755122837980643,Ca,Mn,Mn,6.0
558,,,,,,,
559,,,,,,,
560,,K6 Mn4 V4 C24 N24,0.2932834091061842,K,Mn,V,6.0
561,,Ca6 Mn4 Fe4 C24 N24,0.4686167546045184,Ca,Fe,Mn,6.0
562,,,,,,,
563,,Sr6 Zn4 Fe4 C24 N24,0.4582764459677424,Sr,Zn,Fe,6.0
564,,Ca6 Zn4 Cr4 C24 N24,0.6435846459677439,Ca,Zn,Cr,6.0
565,,,,,,,
566,,Sr6 V4 Co4 C24 N24,0.5860247652496788,Sr,Co,V,6.0
567,,,,,,,
568,,Mg6 Mn4 Zn4 C24 N24,0.6899296780645177,Mg,Zn,Mn,6.0
569,,Sr6 V4 Fe4 C24 N24,0.4447883020238717,Sr,V,Fe,6.0
570,,K6 V8 C24 N24,0.3093064413642459,K,V,V,6.0
571,,,,,,,
572,,Ca6 V4 Zn4 C24 N24,0.7594171445161306,Ca,Zn,V,6.0
573,,,,,,,
574,,Li6 Mn4 Cr4 C24 N24,0.3605645518338694,Li,Mn,Cr,6.0
575,,,,,,,
576,,Sr6 Mn4 V4 C24 N24,0.5166080950883885,Sr,Mn,V,6.0
577,,Ca6 V4 Fe4 C24 N24,0.6638906142819376,Ca,Fe,V,6.0
578,,,,,,,
579,,Sr6 V4 Cr4 C24 N24,0.4453207683141951,Sr,V,Cr,6.0
580,,K6 V4 Cr4 C24 N24,0.27712662297714985,K,Cr,V,6.0
581,,,,,,,
582,,Li6 Mn4 Co4 C24 N24,0.3326278034467736,Li,Mn,Co,6.0
583,,Ca6 Zn4 Os4 C24 N24,0.4954270856529037,Ca,Zn,Os,6.0
584,,Mg6 Mn4 V4 C24 N24,0.6029223502496794,Mg,V,Mn,6.0
585,,,,,,,
586,,,,,,,
587,,Sr6 Co4 Os4 C24 N24,0.3595321104187104,Sr,Co,Os,6.0
588,,Sr6 V8 C24 N24,0.5540634671851628,Sr,V,V,6.0
589,,Li6 V4 Fe4 C24 N24,0.450306628930643,Li,Fe,V,6.0
590,,,,,,,
591,,Li6 Zn4 Cr4 C24 N24,0.4431298391648388,Li,Zn,Cr,6.0
592,,,,,,,
593,,Sr6 Fe4 Os4 C24 N24,0.35685164074129005,Sr,Fe,Os,6.0
594,,,,,,,
595,,Sr6 Cr4 Fe4 C24 N24,0.3904213952496782,Sr,Cr,Fe,6.0
596,,Ca6 Mn4 Cr4 C24 N24,0.5406470350883907,Ca,Mn,Cr,6.0
597,,Li6 Fe8 C24 N24,0.2809833218338733,Li,Fe,Fe,6.0
598,,,,,,,
599,,Na6 Fe4 Co4 C24 N24,0.2380722908870956,Na,Co,Fe,6.0
600,,Mg6 V4 Fe4 C24 N24,0.571015498798066,Mg,V,Fe,6.0
601,,K6 Cr4 Os4 C24 N24,0.05307596734258091,K,Cr,Os,6.0
602,,Li6 V4 Zn4 C24 N24,0.5319297357777408,Li,Zn,V,6.0
603,,,,,,,
604,,,,,,,
605,,Mg6 Cr4 Co4 C24 N24,0.5889399018625818,Mg,Cr,Co,6.0
606,,,,,,,
607,,Mg6 V4 Os4 C24 N24,0.5000741089670981,Mg,V,Os,6.0
608,,,,,,,
609,,,,,,,
610,,,,,,,
611,,Ca6 Fe8 C24 N24,0.5007841015399999,Ca,Fe,Fe,6.0
612,,,,,,,
613,,,,,,,
614,,Li6 V4 Cr4 C24 N24,0.3756928803822568,Li,V,Cr,6.0
615,,Ca6 Co4 Os4 C24 N24,0.4867483020316126,Ca,Co,Os,6.0
616,,K6 Fe4 Os4 C24 N24,0.0773754644393545,K,Fe,Os,6.0
617,,,,,,,
618,,,,,,,
619,,,,,,,
620,,Sr6 Cr4 Fe4 C24 N24,0.4311389360561293,Sr,Fe,Cr,6.0
621,,Mg6 Zn4 Os4 C24 N24,0.5780357933948403,Mg,Zn,Os,6.0
622,,Sr6 Mn8 C24 N24,0.3516860755722586,Sr,Mn,Mn,6.0
623,,,,,,,
624,,,,,,,
625,,,,,,,
626,,Na6 V8 C24 N24,0.3913634514180089,Na,V,V,6.0
627,,K6 V4 Co4 C24 N24,0.05079650891842391,K,V,Co,6.0
628,,Sr6 Mn4 Co4 C24 N24,0.470749666701292,Sr,Mn,Co,6.0
629,,Na6 V4 Fe4 C24 N24,0.21342395690188096,Na,V,Fe,6.0
630,,K6 Mn4 Fe4 C24 N24,0.13041381733198953,K,Mn,Fe,6.0
631,,Ca6 Cr4 Co4 C24 N24,0.6118882900883884,Ca,Co,Cr,6.0
632,,Na6 V4 Fe4 C24 N24,0.3714351357728489,Na,Fe,V,6.0
633,,,,,,,
634,,,,,,,
635,,,,,,,
636,,K6 Zn4 Os4 C24 N24,0.13731206450940991,K,Zn,Os,6.0
637,,K6 Zn4 Fe4 C24 N24,0.16881702062499926,K,Zn,Fe,6.0
638,,K6 Cr4 Fe4 C24 N24,0.2186714623319883,K,Fe,Cr,6.0
639,,,,,,,
640,,,,,,,
641,,Mg6 V4 Cr4 C24 N24,0.6561034944432276,Mg,V,Cr,6.0
642,,,,,,,
643,,Na6 V4 Co4 C24 N24,0.4312895420161285,Na,Co,V,6.0
644,,K6 Mn4 Zn4 C24 N24,0.22015515175403166,K,Zn,Mn,6.0
645,,,,,,,
646,,Mg6 Mn4 Fe4 C24 N24,0.6112589849270984,Mg,Fe,Mn,6.0
647,,,,,,,
648,,,,,,,
649,,Ca6 V4 Cr4 C24 N24,0.6569539626690357,Ca,Cr,V,6.0
650,,Na6 Mn8 C24 N24,0.2261720848051069,Na,Mn,Mn,6.0
651,,,,,,,
652,,Na6 V4 Zn4 C24 N24,0.4329122767540312,Na,Zn,V,6.0
653,,Li6 V4 Fe4 C24 N24,0.29287279941451416,Li,V,Fe,6.0
654,,,,,,,
655,,K6 Mn4 Co4 C24 N24,0.1903482858064516,K,Mn,Co,6.0
656,,,,,,,
657,,Mg6 Mn4 V4 C24 N24,0.7255697218625814,Mg,Mn,V,6.0
658,,Ca6 Mn4 Co4 C24 N24,0.5707656662174223,Ca,Mn,Co,6.0
659,,,,,,,
660,,Na6 Zn4 Os4 C24 N24,0.21529386504704284,Na,Zn,Os,6.0
661,,Li6 Mn4 Os4 C24 N24,0.21645504877709776,Li,Mn,Os,6.0
662,,,,,,,
663,,,,,,,
664,,,,,,,
665,,Ca6 Cr4 Fe4 C24 N24,0.557835410733551,Ca,Fe,Cr,6.0
666,,Li6 V4 Os4 C24 N24,0.2258048416803237,Li,V,Os,6.0
667,,,,,,,
668,,,,,,,
669,,Na6 Mn4 Os4 C24 N24,0.14325891839096805,Na,Mn,Os,6.0
670,,K6 Mn4 Cr4 C24 N24,0.2086039236223112,K,Mn,Cr,6.0
671,,Li6 Zn4 Os4 C24 N24,0.29566014997903345,Li,Zn,Os,6.0
672,,Sr6 Zn4 Cr4 C24 N24,0.5088114806451616,Sr,Zn,Cr,6.0
673,,,,,,,
674,,,,,,,
675,,,,,,,
676,,Ca6 Cr4 Os4 C24 N24,0.4480536139670974,Ca,Cr,Os,6.0
677,,Mg6 Mn4 Os4 C24 N24,0.4890480039670973,Mg,Mn,Os,6.0
678,,Li6 V8 C24 N24,0.4679066076403178,Li,V,V,6.0
679,,,,,,,
680,,,,,,,
681,,Li6 Co8 C24 N24,0.3502885195758072,Li,Co,Co,6.0
682,,K6 Cr8 C24 N24,0.2035144641061848,K,Cr,Cr,6.0
683,,Mg6 Fe8 C24 N24,0.5604309168625798,Mg,Fe,Fe,6.0
684,,,,,,,
685,,,,,,,
686,,,,,,,
687,,,,,,,
688,,,,,,,
689,,,,,,,
690,,,,,,,
691,,Sr6 Mn4 Fe4 C24 N24,0.347205758475484,Sr,Mn,Fe,6.0
692,,,,,,,
693,,Mg6 V8 C24 N24,0.7443744587980623,Mg,V,V,6.0
694,,,,,,,
695,,,,,,,
696,,,,,,,
697,,Ca6 V4 Co4 C24 N24,0.7168256773464527,Ca,Co,V,6.0
698,,Na6 Cr4 Fe4 C24 N24,0.1804852622244617,Na,Cr,Fe,6.0
699,,,,,,,
700,,Sr6 Mn4 Cr4 C24 N24,0.4137046391206472,Sr,Mn,Cr,6.0
701,,Ca6 V4 Os4 C24 N24,0.4818587442896778,Ca,V,Os,6.0
702,,,,,,,
703,,,,,,,
704,,,,,,,
705,,,,,,,
706,,Ca6 Zn4 Fe4 C24 N24,0.5469514138709695,Ca,Zn,Fe,6.0
707,,,,,,,
708,,,,,,,
709,,Li6 Mn4 Fe4 C24 N24,0.27852064844677304,Li,Mn,Fe,6.0
710,,,,,,,
711,,Mg6 Mn4 Co4 C24 N24,0.6072218175077442,Mg,Mn,Co,6.0
712,,Na6 Cr4 Fe4 C24 N24,0.2912419930309138,Na,Fe,Cr,6.0
713,,,,,,,
714,,Mg6 Mn4 Co4 C24 N24,0.6639744313787119,Mg,Co,Mn,6.0
715,,,,,,,
716,,Mg6 V4 Fe4 C24 N24,0.7330816150883885,Mg,Fe,V,6.0
717,,,,,,,
718,,Li6 Cr8 C24 N24,0.357215013285483,Li,Cr,Cr,6.0
719,,Sr6 Fe8 C24 N24,0.4089001379916128,Sr,Fe,Fe,6.0
720,,,,,,,
721,,,,,,,
722,,Mg6 V4 Cr4 C24 N24,0.6950816968625828,Mg,Cr,V,6.0
723,,,,,,,
724,,Mg6 V4 Co4 C24 N24,0.6072135578303248,Mg,V,Co,6.0
725,,,,,,,
726,,,,,,,
727,,,,,,,
728,,,,,,,
729,,,,,,,
730,,,,,,,
731,,,,,,,
732,,,,,,,
733,,,,,,,
734,,,,,,,
735,,,,,,,
736,,K6 Mn4 Os4 C24 N24,0.07316992540709677,K,Mn,Os,6.0
737,,,,,,,
738,,,,,,,
739,,Sr6 Cr4 Os4 C24 N24,0.34072506977354955,Sr,Cr,Os,6.0
740,,K6 V4 Fe4 C24 N24,0.29749713071908696,K,Fe,V,6.0
741,,,,,,,
742,,K6 Co4 Os4 C24 N24,0.11261825621354934,K,Co,Os,6.0
743,,,,,,,
744,,,,,,,
745,,,,,,,
746,,,,,,,
747,,,,,,,
748,,Li6 Fe4 Co4 C24 N24,0.3278502340919349,Li,Fe,Co,6.0
749,,,,,,,
750,,Na6 Zn4 Co4 C24 N24,0.1963438256757506,Na,Zn,Co,6.0
751,,Mg6 Mn4 Cr4 C24 N24,0.5702668515400022,Mg,Cr,Mn,6.0
752,,,,,,,
753,,,,,,,
754,,K6 Cr4 Co4 C24 N24,0.2863195164516137,K,Co,Cr,6.0
755,,,,,,,
756,,,,,,,
757,,,,,,,
758,,,,,,,
759,,,,,,,
760,,,,,,,
761,,,,,,,
762,,,,,,,
763,,,,,,,
764,,,,,,,
765,,Ca6 Mn4 Fe4 C24 N24,0.4641250537980657,Ca,Mn,Fe,6.0
766,,Li6 Mn4 Zn4 C24 N24,0.4029623452938704,Li,Zn,Mn,6.0
767,,Na6 Mn4 Cr4 C24 N24,0.281765946256721,Na,Mn,Cr,6.0
768,,,,,,,
769,,K6 V4 Zn4 C24 N24,0.34679302997983896,K,Zn,V,6.0
770,,Sr6 Mn4 Cr4 C24 N24,0.3587676108948408,Sr,Cr,Mn,6.0
771,,,,,,,
772,,,,,,,
773,,,,,,,
774,,,,,,,
775,,,,,,,
776,,,,,,,
777,,,,,,,
778,,,,,,,
779,,,,,,,
780,,,,,,,
781,,Li6 Cr4 Fe4 C24 N24,0.25900566796290114,Li,Cr,Fe,6.0
782,,,,,,,
783,,,,,,,
784,,K6 Zn4 Cr4 C24 N24,0.2574670299798383,K,Zn,Cr,6.0
785,,,,,,,
786,,,,,,,
787,,,,,,,
788,,,,,,,
789,,,,,,,
790,,,,,,,
791,,,,,,,
792,,Mg6 Cr8 C24 N24,0.6359537928303212,Mg,Cr,Cr,6.0
793,,,,,,,
794,,,,,,,
795,,,,,,,
796,,Ca6 Cr8 C24 N24,0.5359474352496765,Ca,Cr,Cr,6.0
797,,,,,,,
798,,,,,,,
799,,,,,,,
800,,,,,,,
801,,,,,,,
802,,,,,,,
803,,,,,,,
804,,,,,,,
805,,,,,,,
806,,,,,,,
807,,,,,,,
808,,,,,,,
809,,,,,,,
810,,,,,,,
811,,Mg4 Zn4 Co4 C24 N24,0.4824142611468885,Mg,Zn,Co,4.0
812,,,,,,,
813,,Sr6 Fe4 Co4 C24 N24,0.4974820881529052,Sr,Fe,Co,6.0
814,,,,,,,
815,,,,,,,
816,,Na6 Mn4 Cr4 C24 N24,0.2020438765793013,Na,Cr,Mn,6.0
817,,,,,,,
818,,,,,,,
819,,Na4 V4 Os4 C24 N24,0.13956720473822234,Na,V,Os,4.0
820,,Sr6 Zn4 Co4 C24 N24,0.578247848225808,Sr,Zn,Co,6.0
821,,Mg4 Mn4 Os4 C24 N24,0.3611226334128901,Mg,Mn,Os,4.0
822,,,,,,,
823,,,,,,,
824,,Na4 Mn4 Cr4 C24 N24,0.2753111165635556,Na,Mn,Cr,4.0
825,,Ca6 Mn4 Zn4 C24 N24,0.5338325366129029,Ca,Zn,Mn,6.0
826,,Sr6 Mn4 Zn4 C24 N24,0.4003030995161305,Sr,Zn,Mn,6.0
827,,Ca6 Cr4 Fe4 C24 N24,0.5014357658948416,Ca,Cr,Fe,6.0
828,,,,,,,
829,,,,,,,
830,,,,,,,
831,,,,,,,
832,,Li6 Cr4 Co4 C24 N24,0.34464798667257845,Li,Cr,Co,6.0
833,,,,,,,
834,,,,,,,
835,,Sr4 V4 Os4 C24 N24,0.2305872520795571,Sr,V,Os,4.0
836,,,,,,,
837,,Li4 Zn4 Os4 C24 N24,0.3012376941906707,Li,Zn,Os,4.0
838,,Mg4 Mn8 C24 N24,0.4699183420715549,Mg,Mn,Mn,4.0
839,,,,,,,
840,,Li4 Mn4 Co4 C24 N24,0.2803332441073376,Li,Mn,Co,4.0
841,,Ca6 Mn4 V4 C24 N24,0.6405288568625824,Ca,Mn,V,6.0
842,,,,,,,
843,,Mg4 Fe8 C24 N24,0.3373419728877787,Mg,Fe,Fe,4.0
844,,Li4 V4 Cr4 C24 N24,0.3757622512740042,Li,Cr,V,4.0
845,,,,,,,
